TrueQB.ru,TrueQB.ru.sru,WebberOnRunsV3QB.APL985LC.deltaP,WebberOnRunsV3QB.APL985LC.kTau,WebberOnRunsV3QB.APL985LC.krp,WebberOnRunsV3QB.Brkly25.deltaP,WebberOnRunsV3QB.Brkly25.kTau,WebberOnRunsV3QB.Brkly25.krp,WebberOnRunsV3QB.Brkly26.deltaP,WebberOnRunsV3QB.Brkly26.kTau,WebberOnRunsV3QB.Brkly26.krp,WebberOnRunsV3QB.CLARIT98CLUS.deltaP,WebberOnRunsV3QB.CLARIT98CLUS.kTau,WebberOnRunsV3QB.CLARIT98CLUS.krp,WebberOnRunsV3QB.CLARIT98COMB.deltaP,WebberOnRunsV3QB.CLARIT98COMB.kTau,WebberOnRunsV3QB.CLARIT98COMB.krp,WebberOnRunsV3QB.Cor7A1clt.deltaP,WebberOnRunsV3QB.Cor7A1clt.kTau,WebberOnRunsV3QB.Cor7A1clt.krp,WebberOnRunsV3QB.Cor7A3rrf.deltaP,WebberOnRunsV3QB.Cor7A3rrf.kTau,WebberOnRunsV3QB.Cor7A3rrf.krp,WebberOnRunsV3QB.ETHAC0.deltaP,WebberOnRunsV3QB.ETHAC0.kTau,WebberOnRunsV3QB.ETHAC0.krp,WebberOnRunsV3QB.FLab7ad.deltaP,WebberOnRunsV3QB.FLab7ad.kTau,WebberOnRunsV3QB.FLab7ad.krp,WebberOnRunsV3QB.FLab7at.deltaP,WebberOnRunsV3QB.FLab7at.kTau,WebberOnRunsV3QB.FLab7at.krp,WebberOnRunsV3QB.INQ501.deltaP,WebberOnRunsV3QB.INQ501.kTau,WebberOnRunsV3QB.INQ501.krp,WebberOnRunsV3QB.INQ502.deltaP,WebberOnRunsV3QB.INQ502.kTau,WebberOnRunsV3QB.INQ502.krp,WebberOnRunsV3QB.LNaTitDesc7.deltaP,WebberOnRunsV3QB.LNaTitDesc7.kTau,WebberOnRunsV3QB.LNaTitDesc7.krp,WebberOnRunsV3QB.LNmanual7.deltaP,WebberOnRunsV3QB.LNmanual7.kTau,WebberOnRunsV3QB.LNmanual7.krp,WebberOnRunsV3QB.MerAdRbtnd.deltaP,WebberOnRunsV3QB.MerAdRbtnd.kTau,WebberOnRunsV3QB.MerAdRbtnd.krp,WebberOnRunsV3QB.MerTetAdtnd.deltaP,WebberOnRunsV3QB.MerTetAdtnd.kTau,WebberOnRunsV3QB.MerTetAdtnd.krp,WebberOnRunsV3QB.acsys7al.deltaP,WebberOnRunsV3QB.acsys7al.kTau,WebberOnRunsV3QB.acsys7al.krp,WebberOnRunsV3QB.acsys7mi.deltaP,WebberOnRunsV3QB.acsys7mi.kTau,WebberOnRunsV3QB.acsys7mi.krp,WebberOnRunsV3QB.att98atdc.deltaP,WebberOnRunsV3QB.att98atdc.kTau,WebberOnRunsV3QB.att98atdc.krp,WebberOnRunsV3QB.att98atde.deltaP,WebberOnRunsV3QB.att98atde.kTau,WebberOnRunsV3QB.att98atde.krp,WebberOnRunsV3QB.bbn1.deltaP,WebberOnRunsV3QB.bbn1.kTau,WebberOnRunsV3QB.bbn1.krp,WebberOnRunsV3QB.gersh1.deltaP,WebberOnRunsV3QB.gersh1.kTau,WebberOnRunsV3QB.gersh1.krp,WebberOnRunsV3QB.gersh2.deltaP,WebberOnRunsV3QB.gersh2.kTau,WebberOnRunsV3QB.gersh2.krp,WebberOnRunsV3QB.ibmg98b.deltaP,WebberOnRunsV3QB.ibmg98b.kTau,WebberOnRunsV3QB.ibmg98b.krp,WebberOnRunsV3QB.ibms98a.deltaP,WebberOnRunsV3QB.ibms98a.kTau,WebberOnRunsV3QB.ibms98a.krp,WebberOnRunsV3QB.ibms98b.deltaP,WebberOnRunsV3QB.ibms98b.kTau,WebberOnRunsV3QB.ibms98b.krp,WebberOnRunsV3QB.iit98au1.deltaP,WebberOnRunsV3QB.iit98au1.kTau,WebberOnRunsV3QB.iit98au1.krp,WebberOnRunsV3QB.iowacuhk1.deltaP,WebberOnRunsV3QB.iowacuhk1.kTau,WebberOnRunsV3QB.iowacuhk1.krp,WebberOnRunsV3QB.iowacuhk2.deltaP,WebberOnRunsV3QB.iowacuhk2.kTau,WebberOnRunsV3QB.iowacuhk2.krp,WebberOnRunsV3QB.mds98t.deltaP,WebberOnRunsV3QB.mds98t.kTau,WebberOnRunsV3QB.mds98t.krp,WebberOnRunsV3QB.mds98td.deltaP,WebberOnRunsV3QB.mds98td.kTau,WebberOnRunsV3QB.mds98td.krp,WebberOnRunsV3QB.nectitech.deltaP,WebberOnRunsV3QB.nectitech.kTau,WebberOnRunsV3QB.nectitech.krp,WebberOnRunsV3QB.nectitechdes.deltaP,WebberOnRunsV3QB.nectitechdes.kTau,WebberOnRunsV3QB.nectitechdes.krp,WebberOnRunsV3QB.nsasgrp3.deltaP,WebberOnRunsV3QB.nsasgrp3.kTau,WebberOnRunsV3QB.nsasgrp3.krp,WebberOnRunsV3QB.nsasgrp4.deltaP,WebberOnRunsV3QB.nsasgrp4.kTau,WebberOnRunsV3QB.nsasgrp4.krp,WebberOnRunsV3QB.nttdata7Al0.deltaP,WebberOnRunsV3QB.nttdata7Al0.kTau,WebberOnRunsV3QB.nttdata7Al0.krp,WebberOnRunsV3QB.nttdata7Al2.deltaP,WebberOnRunsV3QB.nttdata7Al2.kTau,WebberOnRunsV3QB.nttdata7Al2.krp,WebberOnRunsV3QB.ok7am.deltaP,WebberOnRunsV3QB.ok7am.kTau,WebberOnRunsV3QB.ok7am.krp,WebberOnRunsV3QB.ok7ax.deltaP,WebberOnRunsV3QB.ok7ax.kTau,WebberOnRunsV3QB.ok7ax.krp,WebberOnRunsV3QB.pirc8Aa2.deltaP,WebberOnRunsV3QB.pirc8Aa2.kTau,WebberOnRunsV3QB.pirc8Aa2.krp,WebberOnRunsV3QB.pirc8Ad.deltaP,WebberOnRunsV3QB.pirc8Ad.kTau,WebberOnRunsV3QB.pirc8Ad.krp,WebberOnRunsV3QB.ru,WebberOnRunsV3QB.ru.a,WebberOnRunsV3QB.ru.kru,WebberOnRunsV3QB.ru.logAvg,WebberOnRunsV3QB.ru.logAvgN,WebberOnRunsV3QB.ru.sru,WebberOnRunsV3QB.tno7exp1.deltaP,WebberOnRunsV3QB.tno7exp1.kTau,WebberOnRunsV3QB.tno7exp1.krp,WebberOnRunsV3QB.tno7tw4.deltaP,WebberOnRunsV3QB.tno7tw4.kTau,WebberOnRunsV3QB.tno7tw4.krp,WebberOnRunsV3QB.unc7aal1.deltaP,WebberOnRunsV3QB.unc7aal1.kTau,WebberOnRunsV3QB.unc7aal1.krp,WebberOnRunsV3QB.unc7aal2.deltaP,WebberOnRunsV3QB.unc7aal2.kTau,WebberOnRunsV3QB.unc7aal2.krp,WebberOnRunsV3QB.uoftimgr.deltaP,WebberOnRunsV3QB.uoftimgr.kTau,WebberOnRunsV3QB.uoftimgr.krp,WebberOnRunsV3QB.uoftimgu.deltaP,WebberOnRunsV3QB.uoftimgu.kTau,WebberOnRunsV3QB.uoftimgu.krp
MerTetAdtnd@369,0.2667,0.0,0.5294,0.0,0.0,0.3939,0.0,0.0,0.3247,0.0,0.0,0.4286,0.0,0.0,0.3778,0.0,0.0,0.3833,0.0,0.0,0.6286,0.0,0.0,0.2026,0.0,0.0,0.3333,0.0333,0.0,0.268,0.0,0.0,0.5584,0.0,0.0,0.5584,0.0,0.0,0.4771,0.0,0.0,0.6993,0.0,,,,,,,0.0,0.2167,0.2667,0.0,0.4381,0.0,0.0,0.4095,0.0,0.0,0.3238,0.0,0.0,0.3333,0.0,0.0,0.7143,0.3667,0.0,0.5294,0.0,0.0,0.3801,0.0,0.0,0.3714,0.0,0.0,0.3567,0.0,0.0,0.6105,0.0333,0.0,0.5167,0.0,0.0,0.5,0.0,0.0,0.3088,0.0,0.0,0.4771,0.0,0.0,0.4476,0.0333,0.0,0.5584,0.0,0.0,0.7333,0.0666,0.0,0.6,0.0,0.0,0.2647,0.0,0.0,0.2794,0.0,0.0,0.3158,0.0,0.0,0.2526,0.0,0.0,0.316,0.0,0.0,0.3053,0.0,MerTetAdtnd@369,0.0,0.0,0.0,0.0,0.2667,0.0,0.2286,0.0333,0.0,0.381,0.0,0.0,0.5619,0.0,0.0,0.6484,0.0,0.0,0.3455,0.0666,0.0,0.3091,0.0
MerTetAdtnd@370,0.5333,0.0333,1.0,0.1,0.0,0.1765,0.0,0.0,0.2667,0.0,0.0,0.3778,0.0,0.0,0.2889,0.0,0.0,0.0,0.2667,0.0,-0.0857,0.0,0.0,0.0,0.4667,0.0333,0.0,0.2,0.0,0.0,0.0333,0.0,0.5429,0.0,0.0,0.4476,0.0,0.0,0.0,0.0,0.0,-0.2381,0.1667,,,,,,,0.0334,0.5048,0.0334,0.1666,0.0,0.2333,0.0,1.0,0.0,0.0333,1.0,0.0333,0.0,0.3167,0.0,0.0,0.0,0.5,0.0,0.0,0.6333,0.0,0.0,0.1334,0.0,0.0,0.0333,0.0,0.0,0.2666,0.0,0.4118,0.0,0.0,0.5735,0.0,0.0,0.5882,0.0,0.0,0.0,0.0667,0.0334,0.0,0.1,0.0,0.3824,0.0,0.0,0.5429,0.0,0.0,-0.1429,0.0,0.0,-0.0476,0.0,0.0,0.0,0.0333,0.0,-1.0,0.0333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2527,0.0,0.1,-1.0,0.4333,MerTetAdtnd@370,0.0,0.0,0.6547 ,3.5048 ,0.5333,0.0,0.1667,0.0333,0.0,0.4706,0.0,0.0,0.7333,0.0,0.0,0.6571,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MerTetAdtnd@371,0.1,0.0,-0.4,0.0,0.0,-0.1111,0.0333,0.0,0.2364,0.0333,0.0,-0.6,0.0,0.0,-0.6,0.0333,0.0,-0.3333,0.0,0.0,0.2121,0.0,0.0,-0.4667,0.0,0.0,0.1429,0.0,0.0,0.3333,0.0,0.0,-0.1212,0.0,0.0,0.0513,0.0,0.0,-0.2222,0.0,0.0,0.0476,0.0,,,,,,,0.0,0.3636,0.0,0.0333,0.4667,0.3666,0.0,0.4182,0.0,0.0,0.3333,0.0,0.0,-0.1026,0.0,0.0,0.1333,0.2,0.0,-0.3333,0.0,0.0,0.303,0.0,0.0,0.193,0.0,0.0,0.0857,0.0,0.0,0.1273,0.0,0.0,0.4412,0.0,0.0,0.2941,0.0,0.0,-1.0,0.1667,0.0,0.2889,0.0666,0.0,0.0,0.0667,0.0,-0.1212,0.0,0.0,0.3571,0.0667,0.0,0.5714,0.0,0.0,-0.4667,0.0,0.0,-0.4667,0.0,0.0,0.6,0.1666,0.0,0.3333,0.0,0.0,-0.2778,0.0,0.0,0.1818,0.0666,MerTetAdtnd@371,0.0,0.0,0.0908 ,0.4667 ,0.1,0.0,-0.1026,0.0,0.0,0.2059,0.0,0.0,0.033,0.0,0.0,0.0909,0.0,0.0,0.2,0.0,0.0,1.0,0.3333
MerTetAdtnd@372,0.5333,0.0,0.2222,0.0,0.0,1.0,0.0,0.0,0.3333,0.0,0.0,0.1282,0.0,0.0,0.1619,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0989,0.0,0.0,0.2821,0.0,0.0,1.0,0.0,0.0,0.5238,0.0,0.0,0.6176,0.0,0.0,0.5429,0.0,0.0,0.2564,0.0,,,,,,,0.0,0.6,0.0,0.0,0.3333,0.2667,0.0,0.4316,0.0,0.0,0.4737,0.0,0.0,-1.0,0.0333,0.0,-0.1556,0.0333,0.0,0.4857,0.0667,0.0,0.2444,0.0666,0.0,0.6725,0.0,0.0,0.2353,0.0,0.0,0.5238,0.0333,0.0,0.3593,0.0,0.0,0.3429,0.0,0.0,0.4182,0.0334,0.0,0.5833,0.0,0.0,-0.5455,0.0,0.0,0.5238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6364,0.0,0.0,0.4242,0.0,0.0,0.5147,0.0,0.0,0.6,0.0,0.0,1.0,0.0,0.0,0.5758,0.0334,MerTetAdtnd@372,0.0,0.0,0.0,0.0,0.5333,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.1861,0.0,0.0,0.3619,0.0,0.0,0.1029,0.0
MerTetAdtnd@373,0.3333,0.0,0.5033,0.2,0.0,-0.1029,0.0,0.0,0.4242,0.1333,0.0,0.5667,0.0334,0.0,0.5441,0.0,0.0,0.3074,0.0,0.0,0.4831,0.0,0.0,0.1026,0.0,0.0,0.0196,0.0,0.0,-0.1209,0.0,0.0,0.2398,0.0,0.0,0.2947,0.0,0.0,0.4113,0.0,0.0,0.3856,0.1,,,,,,,0.0,0.4245,0.0,0.0,0.3676,0.0,0.0,0.3853,0.0,0.0,0.3333,0.0,0.0,0.3684,0.0,0.0,-0.2381,0.2333,0.0,-0.033,0.1333,0.0,0.4545,0.0334,0.0,0.4667,0.0,0.0,0.3714,0.0,0.0,0.3626,0.1,0.0,0.7143,0.0,0.0,0.7056,0.0,0.0,0.4855,0.0,0.0,0.5,0.0,0.0,0.5163,0.0333,0.0,0.2398,0.0,0.0,0.2632,0.0,0.0,0.2632,0.0,0.0,0.2967,0.0,0.0,0.4848,0.1,0.0,0.1462,0.0,0.0,0.1634,0.0,0.0,0.0333,0.0,0.0,0.0526,0.0,MerTetAdtnd@373,0.0,0.0,0.0,0.0,0.3333,0.0,0.3595,0.0,0.0,0.3506,0.0,0.0,0.5238,0.0,0.0,0.5238,0.0,0.0,0.5556,0.0,0.0,-0.3333,0.1
MerTetAdtnd@374,0.0,0.0,0.0,0.0333,0.0,0.0,0.0,0.0,0.0,0.0,0.0334,0.0,0.0667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0333,0.0,0.0667,MerTetAdtnd@374,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0333,0.0,0.0333,0.0,0.0,0.0
MerTetAdtnd@375,0.6,0.0,-0.0167,0.0,0.0,0.3235,0.0,0.0,0.4833,0.0,0.0,-0.2842,0.0,0.0,-0.3801,0.0,0.0,0.085,0.0,0.0,0.4769,0.0,0.0,0.3856,0.0,0.0,0.0095,0.0,0.0,-0.3077,0.0,0.0,0.345,0.0,0.0,0.2865,0.0,0.0,0.0441,0.0,0.0,0.0476,0.1,,,,,,,0.0,0.2095,0.0,0.0,0.3986,0.0,0.0,-0.0065,0.0,0.0,0.0,0.0,0.0,0.2026,0.0,0.0,0.011,0.0333,0.0,-0.3,0.0,0.0,0.1238,0.0,0.0,0.1895,0.0,0.0,0.0857,0.0,0.0,0.4381,0.0,0.0,0.4,0.0,0.0,0.4308,0.0,0.0,0.0222,0.1,0.0,0.1795,0.0,0.0,0.3905,0.0,0.0,0.345,0.0,0.0,-0.0632,0.0,0.0,0.0476,0.0,0.0,0.1765,0.0,0.0,-0.2967,0.0,0.0,0.4444,0.0,0.0,0.4066,0.0,0.0,0.011,0.0,0.0,-0.2527,0.0,MerTetAdtnd@375,0.0,0.0,0.0,0.0,0.6,0.0,0.1789,0.0,0.0,0.5336,0.0,0.0,0.4971,0.0,0.0,0.6737,0.0,0.0,0.098,0.0,0.0,0.4248,0.0
MerTetAdtnd@376,0.2333,0.0,1.0,0.2334,0.0,0.2381,0.3,0.0,0.6429,0.0,0.0,0.2381,0.0,0.0,-0.3333,0.0,0.0,0.0,0.0,0.0,0.5686,0.0,0.0,0.0,0.1334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6364,0.0,0.0,0.6364,0.0,0.0,0.0,0.0,0.0,-0.3333,0.0,,,,,,,0.0,0.3,0.0334,0.0,1.0,0.0667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1666,0.0,0.0,0.0,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.3333,0.0333,0.0,1.0,0.0,0.0,0.2,0.0333,0.0,0.7,0.0,0.0,0.6993,0.0,0.0,0.0,0.5333,0.0,1.0,0.0,0.0,0.2778,0.0333,0.0,0.0,0.0,0.0,0.0294,0.0,0.0,0.0294,0.0,0.0,0.6667,0.0,0.0,0.0,0.0333,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,1.0,0.0333,0.0,0.0,0.6334,MerTetAdtnd@376,0.0,0.0,0.0,0.0,0.2333,0.0,0.3091,0.4333,0.0,0.8,0.0,0.0,0.3846,0.0,0.0,0.619,0.0,0.0,0.0,0.1666,0.0,-1.0,0.0666
MerTetAdtnd@377,0.4333,0.0,0.619,0.0667,0.0,0.3333,0.0,0.0,0.1429,0.0,0.0,0.2821,0.0667,0.0,0.2,0.0334,0.0,0.7206,0.0,0.0,0.6833,0.0,0.0,0.5948,0.0,0.0,0.5882,0.0,0.0,0.3407,0.0,0.0,0.6571,0.0,0.0,0.6571,0.0,0.0,0.5294,0.0,0.0,0.3939,0.0,,,,,,,0.0,0.4902,0.0,0.0,0.4503,0.0,0.0,0.6912,0.0,0.0,0.5833,0.0,0.0,0.5,0.0,0.0,0.4167,0.2,0.0,0.5368,0.0333,0.0,0.2308,0.0,0.0,0.4667,0.0,0.0,0.3524,0.0,0.0,0.2143,0.0,0.0,0.6863,0.0,0.0,0.6732,0.0,0.0,0.4211,0.0,0.0,0.6324,0.0,0.0,0.2667,0.0,0.0,0.6762,0.0,0.0,0.35,0.0,0.0,0.35,0.0,0.0,0.5333,0.0,0.0,0.5441,0.0,0.0,0.6324,0.0,0.0,0.5238,0.0,0.0,0.3846,0.0,0.0,0.359,0.0,MerTetAdtnd@377,0.0,0.0,0.0,0.0,0.4333,0.0,0.451,0.0,0.0,0.4853,0.0,0.0,0.5163,0.0,0.0,0.5673,0.0,0.0,0.6601,0.0,0.0,0.5439,0.0
MerTetAdtnd@378,0.0,0.0,-0.3333,0.2,0.0,0.3333,0.0334,0.0,-0.4667,0.0,0.0,-0.3333,0.0667,0.0,-0.3333,0.0,0.0,0.4667,0.0,0.0,0.25,0.0,0.0,0.4333,0.0,0.0,0.3333,0.0,0.0,0.2222,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.3333,0.0,0.0,0.0,0.0334,,,,,,,0.0,0.011,0.0,0.0,-0.0714,0.3667,0.0,-0.2222,0.0,0.0,-0.3333,0.0,0.0,0.0,0.0334,0.0,-0.3889,0.1333,0.0,0.3333,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,-0.3333,0.0,0.0,-0.6667,0.0333,0.0,0.4545,0.0,0.0,0.2889,0.0,0.0,0.1273,0.0,0.0,0.3818,0.0,0.0,0.4,0.0667,0.0,-0.2381,0.0,0.0,0.0,0.4333,0.0333,0.0,0.4333,0.0,0.3333,0.0334,0.0,0.0,0.1,0.0,0.2,0.0,0.0,0.2308,0.0,0.0,0.1795,0.0,0.0333,0.0,0.0666,MerTetAdtnd@378,0.0,0.0,0.0,0.0,0.0,0.0,0.5714,0.0,0.0,0.0,0.0,0.0,0.2143,0.0,0.0,0.3778,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MerTetAdtnd@379,0.1,0.0,0.0,0.2666,0.0,0.3333,0.0333,0.0,-1.0,0.5,0.0,-0.3333,0.0,0.0,-0.3333,0.0334,0.0,0.0,0.0,0.0,0.1429,0.0,0.0,0.0,0.0,0.0,-0.3333,0.0,0.0,0.0,0.1667,0.0,0.3077,0.0,0.0,0.1538,0.0,0.0,-0.2778,0.0,0.0,-0.4286,0.0334,,,,,,,0.0,-0.4286,0.0,0.0,-0.2,0.1333,0.0,-0.0667,0.0,0.0,0.0,0.0,0.0,0.0769,0.0,0.0,-0.0476,0.1333,0.0,0.0222,0.0334,0.0,0.0,0.0,0.0,-0.1111,0.0,0.0,0.0,0.0,0.0,0.1212,0.0667,0.0,0.3856,0.0,0.0,0.5294,0.0,0.0,0.0,0.0,0.0,0.1667,0.0,0.0,0.2952,0.0334,0.0,0.4286,0.0,0.0,0.0,0.1666,0.0,-0.2381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0182,0.0,0.0,-0.1111,0.0,0.0,0.6429,0.0,0.0,0.1429,0.0334,MerTetAdtnd@379,0.0,0.0333,0.0,0.0,0.1,0.0,0.4286,0.0,0.0,0.5165,0.0,0.0,0.1111,0.0,0.0,-0.0667,0.0,0.0,1.0,0.2333,0.0,-1.0,0.0
MerTetAdtnd@380,0.1333,0.0,0.2143,0.2333,0.0,0.3333,0.0333,0.0,0.5238,0.0,0.0,0.1429,0.1334,0.0,0.3778,0.0,0.0,0.6727,0.0,0.0,0.3636,0.0,0.0,0.3143,0.0,0.0,0.0909,0.0667,0.0,0.2,0.0666,0.0,0.4066,0.0,0.0,0.4615,0.0,0.0,0.4286,0.0,0.0,0.4359,0.0,,,,,,,0.0,0.3939,0.0,0.0,0.5385,0.0,0.0,0.3818,0.0,0.0,0.5556,0.0,0.0,0.3333,0.0,0.0,0.1429,0.1666,0.0,0.3778,0.1,0.0,-0.4286,0.0,0.0,0.3333,0.0,0.0,1.0,0.0,0.0,-0.3333,0.0,0.0,0.0667,0.0,0.0,0.0556,0.0,0.0,0.0,0.0,0.0,0.4667,0.0,0.0,0.0303,0.0,0.0,0.3846,0.0,0.0,0.4444,0.0,0.0,0.4444,0.0,0.0,0.4667,0.0,0.0,0.2381,0.0333,0.0,0.3714,0.0,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.4103,0.0,MerTetAdtnd@380,0.0,0.1,0.0,0.0,0.1333,0.0,0.5556,0.0,0.0,0.2564,0.0,0.0,0.3778,0.0,0.0,0.5556,0.0,0.0,0.5152,0.0,0.0,0.6429,0.1333
MerTetAdtnd@381,0.0333,0.0,0.3889,0.0333,0.0,0.3333,0.0,0.0,1.0,0.2333,0.0,0.0,0.0334,0.0667,0.0,0.1,0.0,0.3333,0.0333,0.0,0.6,0.0,0.0,0.6,0.0,0.0,1.0,0.0667,0.0,0.4286,0.1333,0.0,0.1282,0.0,0.0,0.1868,0.0,0.0,0.3187,0.0,0.0333,1.0,0.7333,,,,,,,0.0,0.4615,0.0,0.0333,0.0,0.4333,0.0,0.0909,0.0,0.0,0.5556,0.0,0.0,0.0303,0.0,0.0,0.0,0.0667,0.0,1.0,0.0667,0.0,0.3333,0.0,0.0,0.6,0.0,0.0,0.7333,0.0,0.0,0.5,0.0,0.0,0.4242,0.0,0.0,0.3939,0.0,0.0,1.0,0.1,0.0,0.1212,0.0,0.0,0.3333,0.0666,0.0,-0.0549,0.0,0.0,0.6,0.0,0.0,1.0,0.0,0.0,0.2222,0.0,0.0,0.5238,0.1,0.0,0.3939,0.0,0.0,0.1212,0.0,0.0,0.5636,0.0,0.0,0.2,0.0334,MerTetAdtnd@381,0.0,0.0,0.0454 ,1.0 ,0.0333,0.0,0.4222,0.0334,0.0,0.3846,0.0,0.0,0.1667,0.0,0.0,0.3333,0.0,0.0,0.3333,0.0667,0.0,0.2778,0.0
MerTetAdtnd@382,0.4,0.0,0.2749,0.0334,0.0,0.4952,0.0,0.0,-0.0058,0.0,0.0,0.2088,0.0,0.0,0.3333,0.0,0.0,0.1048,0.0,0.0,0.6364,0.0,0.0,0.2,0.1,0.0,0.3918,0.0,0.0,0.3077,0.0,0.0,0.5263,0.0,0.0,0.5368,0.0,0.0,0.6126,0.0,0.0,0.5048,0.0,,,,,,,0.0,0.4348,0.0,0.0,0.2,0.0,0.0,0.5789,0.0,0.0,0.5439,0.0,0.0,0.3801,0.0,0.0,0.2418,0.3334,0.0,0.2762,0.0,0.0,0.345,0.0,0.0,0.462,0.0,0.0,0.4842,0.0,0.0,0.2762,0.0,0.0,0.7391,0.0,0.0,0.7391,0.0,0.0,0.1634,0.0,0.0,0.462,0.0,0.0,0.5015,0.0,0.0,0.5895,0.0,0.0,0.281,0.0,0.0,0.2164,0.0,0.0,0.5178,0.0,0.0,0.3202,0.0,0.0,0.2632,0.0,0.0,0.0588,0.0,0.0,0.2967,0.0,0.0,0.3143,0.0,MerTetAdtnd@382,0.0,0.0,0.0,0.0,0.4,0.0,0.2749,0.0,0.0,0.5494,0.0,0.0,0.62,0.0,0.0,0.6933,0.0,0.0,0.4842,0.0,0.0,0.5263,0.0
MerTetAdtnd@383,0.2333,0.0,0.0,0.3334,0.0,0.2747,0.0,0.0,0.2527,0.0,0.0,-0.3333,0.0,0.0,0.0,0.0,0.0,0.2333,0.0,0.0,0.1765,0.0,0.0,-0.2381,0.0,0.0,0.2857,0.0,0.0,0.1818,0.0,0.0,0.1765,0.0,0.0,0.3987,0.0,0.0,0.0,0.0,0.0334,0.0182,0.0334,,,,,,,0.0,0.2747,0.0,0.1333,1.0,0.2333,0.0,-0.0167,0.0,0.0,-0.1238,0.0,0.0,0.4248,0.0,0.0,0.3333,0.2666,0.0,0.4066,0.0,0.0,0.0,0.0,0.0,0.4333,0.0,0.0,0.2794,0.0,0.0,0.2778,0.0,0.0,0.3158,0.0,0.0,0.3474,0.0,0.0,0.1868,0.0,0.0,0.3072,0.0,0.0,-0.3333,0.3333,0.0,0.0719,0.0,0.0,0.0,0.6,0.0,0.4286,0.0333,0.0,0.2308,0.0,0.0,0.1795,0.0,0.0,0.25,0.0,0.0,0.1429,0.0,0.0,0.4286,0.0,0.0,0.3524,0.0,MerTetAdtnd@383,0.0,0.0,0.5759 ,1.0364 ,0.2333,0.0,0.3333,0.0,0.0,0.3529,0.0,0.0,0.4667,0.0,0.0,0.4667,0.0,0.0333,-0.0182,0.1333,0.0,0.1111,0.0
MerTetAdtnd@384,0.1667,0.0,0.5,0.0,0.0,0.6044,0.0,0.0,0.2857,0.0,0.0,-0.2727,0.0667,0.0,-0.5556,0.0,0.0,0.4286,0.0,0.0,0.5333,0.0,0.0,0.3626,0.0,0.0,0.45,0.0,0.0,0.6333,0.0,0.0,0.5048,0.0,0.0,0.5048,0.0,0.0,0.5411,0.0,0.0,0.2051,0.1,,,,,,,0.0,0.4854,0.0,0.0,0.3714,0.0,0.0,0.4118,0.0,0.0,0.4632,0.0,0.0,0.3077,0.0,0.0,0.4945,0.0,0.0,0.2749,0.0,0.0,0.5824,0.0,0.0,0.5948,0.0,0.0,0.6765,0.0,0.0,0.3571,0.0,0.0,0.6029,0.0,0.0,0.5882,0.0,0.0,0.5088,0.0,0.0,0.5152,0.0,0.0,0.4066,0.0,0.0,0.4242,0.0,0.0,0.2,0.0,0.0,0.2778,0.0,0.0,0.0989,0.0,0.0,0.0989,0.0,0.0,0.4118,0.0,0.0,0.4706,0.0,0.0,0.3333,0.0,0.0,0.1636,0.0,MerTetAdtnd@384,0.0,0.0,0.0,0.0,0.1667,0.0,0.25,0.0,0.0,0.4105,0.0,0.0,0.1556,0.0,0.0,0.4615,0.0,0.0,0.5333,0.0,0.0,0.2051,0.0
